fixture_id,team_id,team_name,is_home,goals_for,goals_against,ht_goals_for,ht_goals_against,shots_total,shots_on_goal,shots_inside_box,shots_outside_box,blocked_shots,possession_pct,passes_total,passes_accurate,corners_for,fouls_for,yellow_cards,red_cards
1391161,529,Barcelona,1,2,0,2,0,10,7,9,1,1,57.0,529,486,4,18,2,0
1391161,541,Real Madrid,0,0,2,0,2,8,1,7,1,1,43.0,394,341,8,9,4,0
